UniprotAccession,proteinAtLocation,total,unique
Q7Z6M1,pS-RABEPK [trans-Golgi network membrane],1,1
Q7Z7A1,CNTRL-p-2Y-FGFR1 fusion [cytosol],2,1
Q86SQ9,DHDDS K42E [endoplasmic reticulum membrane],2,2
Q86TH1,glc-fuc-ADAMTSL2 [endoplasmic reticulum lumen],1,1
Q86TH1,O-fuc-ADAMTSL2 [endoplasmic reticulum lumen],1,1
Q86TI0,p-S237-TBC1D1 [cytosol],1,1
Q86UK0,ABCA12 R287* [plasma membrane],1,1
Q86UK0,ABCA12 G1179R [plasma membrane],2,2
Q86UK0,ABCA12 D2363N [plasma membrane],2,2
Q86WV6,K63polyUb-STING [endoplasmic reticulum membrane],1,1
Q86WV6,K63polyUb-STING [cytoplasmic vesicle membrane],1,1
Q86X52,CHSY1 Q69* [Golgi membrane],1,1
Q86X52,CHSY1 P539R [Golgi membrane],2,2
Q86X52,CHSY1 E33Sfs* [Golgi membrane],2,2
Q86XD5,p-FAM131B-BRAF fusion [cytosol],4,2
Q86XD5,FAM131B-BRAF fusion [cytosol],2,1
Q86XI2,p-S-NCAPG2 [nucleoplasm],1,1
Q86XR7,MyrG-p-S16-TICAM2 [secretory granule membrane],2,2
Q86XR7,MyrG-p-S16-TICAM2 [plasma membrane],2,2
Q86XR7,MyrG-p-S16-TICAM2 [endosome membrane],2,2
Q86Y22,GlcGalHyl-COL23A1(?-540) [extracellular region],1,1
Q86Y22,GlcGalHyl-COL23A1(1-?) [plasma membrane],1,1
Q86Y22,GlcGalHyl-COL23A1 [plasma membrane],1,1
Q86Y22,GlcGalHyl-COL23A1 [endoplasmic reticulum lumen],1,1
Q86Y22,GalHyl-COL23A1(?-540) [extracellular region],1,1
Q86Y22,GalHyl-COL23A1(1-?) [plasma membrane],1,1
Q86Y22,GalHyl-COL23A1 [plasma membrane],1,1
Q86Y22,GalHyl-COL23A1 [endoplasmic reticulum lumen],1,1
Q86Y22,5Hyl-COL23A1(?-540) [extracellular region],1,1
Q86Y22,5Hyl-COL23A1(1-?) [plasma membrane],1,1
Q86Y22,5Hyl-COL23A1 [plasma membrane],1,1
Q86Y22,5Hyl-COL23A1 [endoplasmic reticulum lumen],1,1
Q86Y22,3x4Hyp-GlcGalHyl-COL23A1(?-540) [extracellular region],2,2
Q86Y22,3x4Hyp-GlcGalHyl-COL23A1(1-?) [plasma membrane],2,2
Q86Y22,3x4Hyp-GlcGalHyl-COL23A1 [plasma membrane],2,2
Q86Y22,3x4Hyp-GlcGalHyl-COL23A1 [endoplasmic reticulum lumen],2,2
Q86Y22,3x4Hyp-GalHyl-COL23A1(?-540) [extracellular region],2,2
Q86Y22,3x4Hyp-GalHyl-COL23A1(1-?) [plasma membrane],2,2
Q86Y22,3x4Hyp-GalHyl-COL23A1 [plasma membrane],2,2
Q86Y22,3x4Hyp-GalHyl-COL23A1 [endoplasmic reticulum lumen],2,2
Q86Y22,3x4Hyp-COL23A1(?-540) [extracellular region],1,1
Q86Y22,3x4Hyp-COL23A1(1-?) [plasma membrane],1,1
Q86Y22,3x4Hyp-COL23A1 [plasma membrane],1,1
Q86Y22,3x4Hyp-COL23A1 [endoplasmic reticulum lumen],1,1
Q86Y22,3x4Hyp-5Hyl-COL23A1(?-540) [extracellular region],2,2
Q86Y22,3x4Hyp-5Hyl-COL23A1(1-?) [plasma membrane],2,2
Q86Y22,3x4Hyp-5Hyl-COL23A1 [plasma membrane],2,2
Q86Y22,3x4Hyp-5Hyl-COL23A1 [endoplasmic reticulum lumen],2,2
Q86Y22,3x4Hyp-3Hyp-GlcGalHyl-COL23A1(?-540) [extracellular region],3,3
Q86Y22,3x4Hyp-3Hyp-GlcGalHyl-COL23A1(1-?) [plasma membrane],3,3
Q86Y22,3x4Hyp-3Hyp-GlcGalHyl-COL23A1 [plasma membrane],3,3
Q86Y22,3x4Hyp-3Hyp-GlcGalHyl-COL23A1 [endoplasmic reticulum lumen],3,3
Q86Y22,3x4Hyp-3Hyp-GalHyl-COL23A1(?-540) [extracellular region],3,3
Q86Y22,3x4Hyp-3Hyp-GalHyl-COL23A1(1-?) [plasma membrane],3,3
Q86Y22,3x4Hyp-3Hyp-GalHyl-COL23A1 [plasma membrane],3,3
Q86Y22,3x4Hyp-3Hyp-GalHyl-COL23A1 [endoplasmic reticulum lumen],3,3
Q86Y22,3x4Hyp-3Hyp-COL23A1(?-540) [extracellular region],2,2
Q86Y22,3x4Hyp-3Hyp-COL23A1(1-?) [plasma membrane],2,2
Q86Y22,3x4Hyp-3Hyp-COL23A1 [plasma membrane],2,2
Q86Y22,3x4Hyp-3Hyp-COL23A1 [endoplasmic reticulum lumen],2,2
Q86Y22,3x4Hyp-3Hyp-5Hyl-COL23A1(?-540) [extracellular region],3,3
Q86Y22,3x4Hyp-3Hyp-5Hyl-COL23A1(1-?) [plasma membrane],3,3
Q86Y22,3x4Hyp-3Hyp-5Hyl-COL23A1 [plasma membrane],3,3
Q86Y22,3x4Hyp-3Hyp-5Hyl-COL23A1 [endoplasmic reticulum lumen],3,3
Q86YS7,p-S197-C2CD5 [plasma membrane],1,1
Q8IUC6,TICAM1 S186L [cytosol],2,2
Q8IUC6,TICAM1 R141* [cytosol],1,1
Q8IUE6,Ub-HIST2H2AB [nucleoplasm],1,1
Q8IUE6,MeR4-HIST2H2AB [nucleoplasm],1,1
Q8IUE6,MeR30-HIST2H2AB [nucleoplasm],1,1
Q8IUE6,MeR12-HIST2H2AB [nucleoplasm],1,1
Q8IUE6,Me2aR4-HIST2H2AB [nucleoplasm],1,1
Q8IUE6,Me2aR30-HIST2H2AB [nucleoplasm],1,1
Q8IUE6,Me2aR12-HIST2H2AB [nucleoplasm],1,1
Q8IUE6,K63polyUb-HIST2H2AB [nucleoplasm],1,1
Q8IUE6,AcK6-HIST2H2AB [nucleoplasm],1,1
Q8IUE6,AcK-HIST2H2AB [nucleoplasm],1,1
Q8IV61,p-T133-RASGRP3 [plasma membrane],1,1
Q8IVB4,SLC9A9 R423* [late endosome membrane],1,1
Q8IVH4,MMAA Y207C [mitochondrial matrix],2,2
Q8IVH4,MMAA R145* [mitochondrial matrix],1,1
Q8IVH4,MMAA Q95* [mitochondrial matrix],1,1
Q8IVN8,glc-fuc-SBSPglcN [endoplasmic reticulum lumen],1,1
Q8IVN8,O-fuc-SBSPON [endoplasmic reticulum lumen],1,1
Q8IVT5,"p-S311,Y552 KSR1 [plasma membrane]",2,2
Q8IVT5,"p-S311,Y552 KSR1 [cytosol]",2,2
Q8IVT5,"p-S311,S406 KSR1 [cytosol]",2,1
Q8IVT5,p-S311 KSR1 [cytosol],1,1
Q8IW41,p-T182-MAPKAPK5 [nucleoplasm],1,1
Q8IW41,p-T182 MAPKAPK5 [cytosol],1,1
Q8IW41,p-S115 MAPKAPK5 [nucleoplasm],1,1
Q8IW41,p-S115 MAPKAPK5 [cytosol],1,1
Q8IWA4,K48polyUb-MFN1 [mitochondrial outer membrane],1,1
Q8IWL1,SFTPA2 G231V [endoplasmic reticulum membrane],2,2
Q8IWL1,SFTPA2 F198S [endoplasmic reticulum membrane],2,2
Q8IXI2,PolyUb-RHOT1 [mitochondrial outer membrane],1,1
Q8IXK2,GALNT12 Y396C [Golgi membrane],2,2
Q8IXK2,GALNT12 Y395* [Golgi membrane],1,1
Q8IXK2,GALNT12 T491M [Golgi membrane],2,2
Q8IXK2,GALNT12 M1I [Golgi membrane],2,2
Q8IXK2,GALNT12 D303N [Golgi membrane],2,2
Q8IYD8,p-S1045-FANCM [nucleoplasm],1,1
Q8IYW5,SUMO1-RNF168 [nucleoplasm],1,1
Q8IZC6,GlcGalHyl-COL27A1(625-1860) [extracellular region],1,1
Q8IZC6,GlcGalHyl-COL27A1(42-1860) [extracellular region],1,1
Q8IZC6,GlcGalHyl-COL27A1(42-1860) [endoplasmic reticulum lumen],1,1
Q8IZC6,GlcGalHyl-COL27A1 [extracellular region],1,1
Q8IZC6,GalHyl-COL27A1(625-1860) [extracellular region],1,1
Q8IZC6,GalHyl-COL27A1(42-1860) [extracellular region],1,1
Q8IZC6,GalHyl-COL27A1(42-1860) [endoplasmic reticulum lumen],1,1
Q8IZC6,GalHyl-COL27A1 [extracellular region],1,1
Q8IZC6,5Hyl-COL27A1(625-1860) [extracellular region],1,1
Q8IZC6,5Hyl-COL27A1(42-1860) [extracellular region],1,1
Q8IZC6,5Hyl-COL27A1(42-1860) [endoplasmic reticulum lumen],1,1
Q8IZC6,5Hyl-COL27A1 [extracellular region],1,1
Q8IZC6,3x4Hyp-GlcGalHyl-COL27A1(625-1860) [extracellular region],2,2
Q8IZC6,3x4Hyp-GlcGalHyl-COL27A1(42-1860) [extracellular region],2,2
Q8IZC6,3x4Hyp-GlcGalHyl-COL27A1(42-1860) [endoplasmic reticulum lumen],2,2
Q8IZC6,3x4Hyp-GlcGalHyl-COL27A1 [extracellular region],2,2
Q8IZC6,3x4Hyp-GalHyl-COL27A1(625-1860) [extracellular region],2,2
Q8IZC6,3x4Hyp-GalHyl-COL27A1(42-1860) [extracellular region],2,2
Q8IZC6,3x4Hyp-GalHyl-COL27A1(42-1860) [endoplasmic reticulum lumen],2,2
Q8IZC6,3x4Hyp-GalHyl-COL27A1 [extracellular region],2,2
Q8IZC6,3x4Hyp-COL27A1(625-1860) [extracellular region],1,1
Q8IZC6,3x4Hyp-COL27A1(42-1860) [extracellular region],1,1
Q8IZC6,3x4Hyp-COL27A1(42-1860) [endoplasmic reticulum lumen],1,1
Q8IZC6,3x4Hyp-COL27A1 [extracellular region],1,1
Q8IZC6,3x4Hyp-5Hyl-COL27A1(625-1860) [extracellular region],2,2
Q8IZC6,3x4Hyp-5Hyl-COL27A1(42-1860) [extracellular region],2,2
Q8IZC6,3x4Hyp-5Hyl-COL27A1(42-1860) [endoplasmic reticulum lumen],2,2
Q8IZC6,3x4Hyp-5Hyl-COL27A1 [extracellular region],2,2
Q8IZC6,3x4Hyp-3Hyp-GlcGalHyl-COL27A1(625-1860) [extracellular region],3,3
Q8IZC6,3x4Hyp-3Hyp-GlcGalHyl-COL27A1(42-1860) [extracellular region],3,3
Q8IZC6,3x4Hyp-3Hyp-GlcGalHyl-COL27A1(42-1860) [endoplasmic reticulum lumen],3,3
Q8IZC6,3x4Hyp-3Hyp-GlcGalHyl-COL27A1 [extracellular region],3,3
Q8IZC6,3x4Hyp-3Hyp-GalHyl-COL27A1(625-1860) [extracellular region],3,3
Q8IZC6,3x4Hyp-3Hyp-GalHyl-COL27A1(42-1860) [extracellular region],3,3
Q8IZC6,3x4Hyp-3Hyp-GalHyl-COL27A1(42-1860) [endoplasmic reticulum lumen],3,3
Q8IZC6,3x4Hyp-3Hyp-GalHyl-COL27A1 [extracellular region],3,3
Q8IZC6,3x4Hyp-3Hyp-COL27A1(625-1860) [extracellular region],2,2
Q8IZC6,3x4Hyp-3Hyp-COL27A1(42-1860) [extracellular region],2,2
Q8IZC6,3x4Hyp-3Hyp-COL27A1(42-1860) [endoplasmic reticulum lumen],2,2
Q8IZC6,3x4Hyp-3Hyp-COL27A1 [extracellular region],2,2
Q8IZC6,3x4Hyp-3Hyp-5Hyl-COL27A1(625-1860) [extracellular region],3,3
Q8IZC6,3x4Hyp-3Hyp-5Hyl-COL27A1(42-1860) [extracellular region],3,3
Q8IZC6,3x4Hyp-3Hyp-5Hyl-COL27A1(42-1860) [endoplasmic reticulum lumen],3,3
Q8IZC6,3x4Hyp-3Hyp-5Hyl-COL27A1 [extracellular region],3,3
Q8IZP0,p-5S-ABI1 [cytosol],5,1
Q8N0Z6,p-S203-TTC5 [nucleoplasm],1,1
Q8N0Z6,"p-S203,S221-TTC5 [nucleoplasm]",2,1
Q8N122,"p-S722,S792-RPTOR [cytosol]",2,1
Q8N130,SLC34A3 R468W [plasma membrane],2,2
Q8N130,SLC34A3 G196R [plasma membrane],2,2
Q8N130,SLC34A3 G191R [plasma membrane],2,2
Q8N158,XylS-GPC2 [Golgi lumen],1,1
Q8N158,Heparan-GPC2 [Golgi lumen],1,1
Q8N158,Heparan(4)-GPC2 [Golgi lumen],1,1
Q8N158,Heparan(3)-GPC2 [Golgi lumen],1,1
Q8N158,Heparan(2)-GPC2 [Golgi lumen],1,1
Q8N158,Heparan(1)-GPC2 [Golgi lumen],1,1
Q8N158,HS(6)-GPC2 [plasma membrane],1,1
Q8N158,HS(6)-GPC2 [lysosomal lumen],1,1
Q8N158,HS(6)-GPC2 [Golgi lumen],1,1
Q8N158,HS(5)-GPC2 [plasma membrane],1,1
Q8N158,HS(5)-GPC2 [Golgi lumen],1,1
Q8N158,HS(4)-GPC2 [plasma membrane],1,1
Q8N158,HS(4)-GPC2 [Golgi lumen],1,1
Q8N158,HS(3)-GPC2 [plasma membrane],1,1
Q8N158,HS(3)-GPC2 [Golgi lumen],1,1
Q8N158,HS(2)-GPC2 [plasma membrane],1,1
Q8N158,HS(2)-GPC2 [Golgi lumen],1,1
Q8N158,HS(1)-GPC2 [plasma membrane],1,1
Q8N158,HS(1)-GPC2 [Golgi lumen],1,1
Q8N158,GlcA-Gal-Gal-Xyl-GPC2 [Golgi lumen],1,1
Q8N158,Gal-Xyl-GPC2 [Golgi lumen],1,1
Q8N158,Gal-Gal-Xyl-GPC2 [Golgi lumen],1,1
Q8N163,p-T454-DBC1 [nucleoplasm],1,1
Q8N257,Ub-HIST3H2BB [nucleoplasm],1,1
Q8N257,Ub-121-HIST3H2BB [nucleoplasm],1,1
Q8N257,AcK6-HIST3H2BB [nucleoplasm],1,1
Q8N257,AcK21-HIST3H2BB [nucleoplasm],1,1
Q8N257,AcK16-HIST3H2BB [nucleoplasm],1,1
Q8N257,AcK13-HIST3H2BB [nucleoplasm],1,1
Q8N257,AcK-HIST3H2BB [nucleoplasm],1,1
Q8N2H9,p-PELI3 [cytosol],1,1
Q8N302,p-AGGF-RAF1 fusion [cytosol],5,3
Q8N302,AGGF-RAF1 fusion [cytosol],1,1
Q8N307,extended Core 6 (MUC20) [Golgi lumen],1,1
Q8N307,T-antigen (MUC20) [Golgi lumen],1,1
Q8N307,"Sialyl-2,3 T-antigen (MUC20) [Golgi lumen]",1,1
Q8N307,Sialyl Tn antigen (MUC20) [Golgi lumen],1,1
Q8N307,Sialyl T-antigen (MUC20) [Golgi lumen],1,1
Q8N307,GalNAc-MUC20 [Golgi lumen],1,1
Q8N307,Disialyl T-antigen (MUC20) [Golgi lumen],1,1
Q8N307,Core 8 (MUC20) [Golgi lumen],1,1
Q8N307,Core 7 (MUC20) [Golgi lumen],1,1
Q8N307,Core 6 (MUC20) [Golgi lumen],1,1
Q8N307,Core 5 (MUC20) [Golgi lumen],1,1
Q8N307,Core 4 (MUC20) [Golgi lumen],1,1
Q8N307,Core 3 (MUC20) [Golgi lumen],1,1
Q8N307,Core 2a (MUC20) [Golgi lumen],1,1
Q8N307,Core 2S (MUC20) [Golgi lumen],1,1
Q8N307,Core 2 (MUC20) [Golgi lumen],1,1
Q8N387,extended Core 6 (MUC15) [Golgi lumen],1,1
Q8N387,T-antigen (MUC15) [Golgi lumen],1,1
Q8N387,"Sialyl-2,3 T-antigen (MUC15) [Golgi lumen]",1,1
Q8N387,Sialyl Tn antigen (MUC15) [Golgi lumen],1,1
Q8N387,Sialyl T-antigen (MUC15) [Golgi lumen],1,1
Q8N387,GalNAc-MUC15 [Golgi lumen],1,1
Q8N387,Disialyl T-antigen (MUC15) [Golgi lumen],1,1
Q8N387,Core 8 (MUC15) [Golgi lumen],1,1
Q8N387,Core 7 (MUC15) [Golgi lumen],1,1
Q8N387,Core 6 (MUC15) [Golgi lumen],1,1
Q8N387,Core 5 (MUC15) [Golgi lumen],1,1
Q8N387,Core 4 (MUC15) [Golgi lumen],1,1
Q8N387,Core 3 (MUC15) [Golgi lumen],1,1
Q8N387,Core 2a (MUC15) [Golgi lumen],1,1
Q8N387,Core 2S (MUC15) [Golgi lumen],1,1
Q8N387,Core 2 (MUC15) [Golgi lumen],1,1
Q8N3U4,p-STAG2 [cytosol],1,1
Q8N3U4,p-STAG2 [chromosome],1,1
Q8N3U4,"p-STAG2 [chromosome, centromeric region]",1,1
Q8N3U4,SUMO1-K-STAG2 [nucleoplasm],1,1
Q8N5S9,p-CAMKK1 [cytosol],1,1
Q8N5V2,p-Y179-NGEF [cytosol],1,1
Q8N5Z0,PXLP-AADAT [mitochondrial matrix],1,1
Q8N6G6,glc-fuc-ADAMTSL1 [endoplasmic reticulum lumen],1,1
Q8N6G6,O-fuc-ADAMTSL1 [endoplasmic reticulum lumen],1,1
Q8N9B5,PolyUb-JMY [nucleoplasm],1,1
Q8NB16,"p-T357,S358-MLKL [cytosol]",2,2
Q8NCH0,CHST14 Y293C [Golgi membrane],2,2
Q8NCH0,CHST14 V49* [Golgi membrane],1,1
Q8NCH0,CHST14 R213P [Golgi membrane],2,2
Q8NCH0,CHST14 R135G [Golgi membrane],2,2
Q8NCH0,CHST14 P281L [Golgi membrane],2,2
Q8NCH0,CHST14 L137Q [Golgi membrane],2,2
Q8NCH0,CHST14 K69* [Golgi membrane],1,1
Q8NCH0,CHST14 C289S [Golgi membrane],2,2
Q8NDX2,SLC17A8 A211V [synaptic vesicle membrane],2,2
Q8NER5,"p-T175,S177,S179,S181,T194-ACVR1C [plasma membrane]",5,2
Q8NES3,LFNG F188L [Golgi membrane],2,2
Q8NFF2,SLC24A4 S499C [plasma membrane],2,2
Q8NFF2,SLC24A4 R339* [plasma membrane],1,1
Q8NFF2,SLC24A4 A146V [plasma membrane],2,2
Q8NFW1,GlcGalHyl-COL22A1 [extracellular region],1,1
Q8NFW1,GlcGalHyl-COL22A1 [endoplasmic reticulum lumen],1,1
Q8NFW1,GalHyl-COL22A1 [extracellular region],1,1
Q8NFW1,GalHyl-COL22A1 [endoplasmic reticulum lumen],1,1
Q8NFW1,5Hyl-COL22A1 [extracellular region],1,1
Q8NFW1,5Hyl-COL22A1 [endoplasmic reticulum lumen],1,1
Q8NFW1,3x4Hyp-GlcGalHyl-COL22A1 [extracellular region],2,2
Q8NFW1,3x4Hyp-GlcGalHyl-COL22A1 [endoplasmic reticulum lumen],2,2
Q8NFW1,3x4Hyp-GalHyl-COL22A1 [extracellular region],2,2
Q8NFW1,3x4Hyp-GalHyl-COL22A1 [endoplasmic reticulum lumen],2,2
Q8NFW1,3x4Hyp-COL22A1 [extracellular region],1,1
Q8NFW1,3x4Hyp-COL22A1 [endoplasmic reticulum lumen],1,1
Q8NFW1,3x4Hyp-5Hyl-COL22A1 [extracellular region],2,2
Q8NFW1,3x4Hyp-5Hyl-COL22A1 [endoplasmic reticulum lumen],2,2
Q8NFW1,3x4Hyp-3Hyp-GlcGalHyl-COL22A1 [extracellular region],3,3
Q8NFW1,3x4Hyp-3Hyp-GlcGalHyl-COL22A1 [endoplasmic reticulum lumen],3,3
Q8NFW1,3x4Hyp-3Hyp-GalHyl-COL22A1 [endoplasmic reticulum lumen],3,3
Q8NFW1,3x4Hyp-3Hyp-COL22A1 [extracellular region],2,2
Q8NFW1,3x4Hyp-3Hyp-COL22A1 [endoplasmic reticulum lumen],2,2
Q8NFW1,3x4Hyp-3Hyp-5Hyl-COL22A1 [extracellular region],3,3
Q8NFW1,3x4Hyp-3Hyp-5Hyl-COL22A1 [endoplasmic reticulum lumen],3,3
Q8NHU3,2xPalmC-SGMS2 [plasma membrane],2,1
Q8NHY2,p-S387-RFWD2 [nucleoplasm],1,1
Q8NHY2,p-S387-RFWD2 [cytosol],1,1
Q8TAQ5,p-S68-ZNF420 [nucleoplasm],1,1
Q8TAX7,extended Core 6 (MUC7) [Golgi lumen],1,1
Q8TAX7,T-antigen (MUC7) [Golgi lumen],1,1
Q8TAX7,"Sialyl-2,3 T-antigen (MUC7) [Golgi lumen]",1,1
Q8TAX7,Sialyl Tn antigen (MUC7) [Golgi lumen],1,1
Q8TAX7,Sialyl T-antigen (MUC7) [Golgi lumen],1,1
Q8TAX7,GalNAc-MUC7 [Golgi lumen],1,1
Q8TAX7,Disialyl T-antigen (MUC7) [Golgi lumen],1,1
Q8TAX7,Core 8 (MUC7) [Golgi lumen],1,1
Q8TAX7,Core 7 (MUC7) [Golgi lumen],1,1
Q8TAX7,Core 6 (MUC7) [Golgi lumen],1,1
Q8TAX7,Core 5 (MUC7) [Golgi lumen],1,1
Q8TAX7,Core 4 (MUC7) [Golgi lumen],1,1
Q8TAX7,Core 3 (MUC7) [Golgi lumen],1,1
Q8TAX7,Core 2a (MUC7) [Golgi lumen],1,1
Q8TAX7,Core 2S (MUC7) [Golgi lumen],1,1
Q8TAX7,Core 2 (MUC7) [Golgi lumen],1,1
Q8TC59,6xMeR-PIWIL2 [cytosol],6,2
Q8TD19,p-T333-NEK9 [cytosol],1,1
Q8TD19,"p-S29,T333,S750,S869-NEK9 [cytosol]",4,2
Q8TD19,"p-S29,T210,T333,S750,S869-NEK9 [cytosol]",5,2
Q8TD30,GPT2-1 [mitochondrial matrix],1,1
Q8TDX7,p-S195-NEK7 [cytosol],1,1
Q8TDY2,p-RB1CC1 [cytosol],1,1
Q8TE56,glc-fuc-ADAMTS17 [endoplasmic reticulum lumen],1,1
Q8TE56,O-fuc-ADAMTS17 [endoplasmic reticulum lumen],1,1
Q8TE57,glc-fuc-ADAMTS16 [endoplasmic reticulum lumen],1,1
Q8TE57,O-fuc-ADAMTS16 [endoplasmic reticulum lumen],1,1
Q8TE58,glc-fuc-ADAMTS15 [endoplasmic reticulum lumen],1,1
Q8TE58,O-fuc-ADAMTS15 [endoplasmic reticulum lumen],1,1
Q8TE59,glc-fuc-ADAMTS19 [endoplasmic reticulum lumen],1,1
Q8TE59,O-fuc-ADAMTS19 [endoplasmic reticulum lumen],1,1
Q8TE60,glc-fuc-ADAMTS18 [endoplasmic reticulum lumen],1,1
Q8TE60,O-fuc-ADAMTS18 [endoplasmic reticulum lumen],1,1
Q8TEB7,K48polyUb-RNF128 [cytosol],1,1
Q8TEH3,"p-S536, S538 DENND1A [cytosol]",2,1
Q8WU20,p-8T-FRS2 [plasma membrane],8,1
Q8WU20,p-6Y-FRS2 [plasma membrane],6,1
Q8WU20,p-6Y-FRS2 [endosome],6,1
Q8WV24,p-S95-PHLDA1 [cytosol],1,1
Q8WV28,p-5Y-BLNK [plasma membrane],5,1
Q8WVN8,Ub-C304-UBE2Q2 [cytosol],1,1
Q8WWA0,ITLN1 [extracellular region],2,1
Q8WXE9,NEDD8-STON2 [cytosol],1,1
Q8WXI7,extended Core 6 (MUC16) [Golgi lumen],1,1
Q8WXI7,T-antigen (MUC16) [Golgi lumen],1,1
Q8WXI7,"Sialyl-2,3 T-antigen (MUC16) [Golgi lumen]",1,1
Q8WXI7,Sialyl Tn antigen (MUC16) [Golgi lumen],1,1
Q8WXI7,Sialyl T-antigen (MUC16) [Golgi lumen],1,1
Q8WXI7,GalNAc-MUC16 [Golgi lumen],1,1
Q8WXI7,Disialyl T-antigen (MUC16) [Golgi lumen],1,1
Q8WXI7,Core 8 (MUC16) [Golgi lumen],1,1
Q8WXI7,Core 7 (MUC16) [Golgi lumen],1,1
Q8WXI7,Core 6 (MUC16) [Golgi lumen],1,1
Q8WXI7,Core 5 (MUC16) [Golgi lumen],1,1
Q8WXI7,Core 4 (MUC16) [Golgi lumen],1,1
Q8WXI7,Core 3 (MUC16) [Golgi lumen],1,1
Q8WXI7,Core 2a (MUC16) [Golgi lumen],1,1
Q8WXI7,Core 2S (MUC16) [Golgi lumen],1,1
Q8WXI7,Core 2 (MUC16) [Golgi lumen],1,1
Q8WXS8,glc-fuc-ADAMTS14 [endoplasmic reticulum lumen],1,1
Q8WXS8,O-fuc-ADAMTS14 [endoplasmic reticulum lumen],1,1
Q8WYQ3,4xHC-CHCHD10 [mitochondrial intermembrane space],2,1
Q8WZA1,POMGNT1 W475* [Golgi membrane],1,1
Q8WZA1,POMGNT1 S550N [Golgi membrane],2,2
Q8WZA1,POMGNT1 R63* [Golgi membrane],1,1
Q8WZA1,POMGNT1 P493R [Golgi membrane],2,2
Q92466,PolyUb-DDB2 [nucleoplasm],1,1
Q92466,PAR-DDB2 [nucleoplasm],1,1
Q92481,SUMO1-K21-TFAP2B [nucleoplasm],1,1
Q92529,p-Y-SHC3 [cytosol],1,1
Q92539,p-S106-LPIN2 [nucleoplasm],1,1
Q92558,p-Y151-WASF1 [cytosol],1,1
Q92558,"p-Y151,S,T-WASF1 [cytosol]",3,3
Q92569,K63polyUb-PIK3R3 [cytosol],1,1
Q92581,SLC9A6 R468* [early endosome membrane],1,1
Q92581,SLC9A6 E547* [early endosome membrane],1,1
Q92614,MYO18A-p-2Y-FGFR1 fusion [cytosol],2,1
Q92630,"p-T106,S442-DYRK2 [nucleoplasm]",2,2
Q92630,PolyUb-DYRK2 [nucleoplasm],1,1
Q92685,ALG3 W71R [endoplasmic reticulum membrane],2,2
Q92685,ALG3 R171Q [endoplasmic reticulum membrane],2,2
Q92685,ALG3 M157K [endoplasmic reticulum membrane],2,2
Q92685,ALG3 G118D [endoplasmic reticulum membrane],2,2
Q92754,SUMO1-K10-TFAP2C [nucleoplasm],1,1
Q92781,RDH5 V177G [endoplasmic reticulum membrane],2,2
Q92781,RDH5 R280H [endoplasmic reticulum membrane],2,2
Q92781,RDH5 R157W [endoplasmic reticulum membrane],2,2
Q92781,RDH5 G238W [endoplasmic reticulum membrane],2,2
Q92781,RDH5 A294P [endoplasmic reticulum membrane],2,2
Q92794,p-T369-KAT6A [nucleoplasm],1,1
Q92844,K63polyUb-TANK [cytosol],1,1
Q92887,ABCC2 R768W [plasma membrane],2,2
Q92887,ABCC2 R1150H [plasma membrane],2,2
Q92887,ABCC2 R1066* [plasma membrane],1,1
Q92887,ABCC2 I1173F [plasma membrane],2,2
Q92900,p-4S-UPF1 [cytosol],4,1
Q92911,SLC5A5 V59E [plasma membrane],2,2
Q92911,SLC5A5 T354P [plasma membrane],2,2
Q92911,SLC5A5 R124H [plasma membrane],2,2
Q92911,SLC5A5 G93R [plasma membrane],2,2
Q92911,SLC5A5 G395R [plasma membrane],2,2
Q92911,SLC5A5 C272* [plasma membrane],1,1
Q92930,GGC-RAB8B [trans-Golgi network membrane],1,1
Q92930,GGC-RAB8B [cytosol],1,1
Q92934,p-S99-BAD [cytosol],1,1
Q92934,p-S128-BAD [cytosol],1,1
Q92945,p-T692-KHSRP [cytosol],1,1
Q92945,p-S193-KHSRP [nucleoplasm],1,1
Q92945,p-S193-KHSRP [cytosol],1,1
Q92959,SLCO2A1 G255E [plasma membrane],2,2
Q92959,SLCO2A1 G222R [plasma membrane],2,2
Q92959,SLCO2A1 C420F [plasma membrane],2,2
Q92985,"p-S477,S479-IRF7 [nucleoplasm]",2,1
Q92985,"p-S477,S479-IRF7 [cytosol]",2,1
Q92985,K63polyUb-IRF7 [endosome membrane],1,1
Q92997,ub-DVL3 [cytosol],1,1
Q92997,pp-DVL3 [cytosol],1,1
Q92997,p-DVL3 [cytosol],1,1
Q93063,EXT2 Y222* [Golgi membrane],1,1
Q93063,EXT2 Q258* [Golgi membrane],1,1
Q93063,EXT2 G172* [Golgi membrane],1,1
Q93063,EXT2 D227N [Golgi membrane],2,2
Q93077,Ub-HIST1H2AC [nucleoplasm],1,1
Q93077,MeR4-HIST1H2AC [nucleoplasm],1,1
Q93077,MeR30-HIST1H2AC [nucleoplasm],1,1
Q93077,MeR12-HIST1H2AC [nucleoplasm],1,1
Q93077,Me2sR4-HIST1H2AC [nucleoplasm],1,1
Q93077,Me2aR4-HIST1H2AC [nucleoplasm],1,1
Q93077,Me2aR30-HIST1H2AC [nucleoplasm],1,1
Q93077,Me2aR12-HIST1H2AC [nucleoplasm],1,1
Q93077,K63polyUb-HIST1H2AC [nucleoplasm],1,1
Q93077,Ack6-HIST1H2AC [nucleoplasm],1,1
